Date,S&P
2019-04-05,5782.7
2019-04-08,5788.86
2019-04-09,5755.49
2019-04-10,5775.99
2019-04-11,5776.28
2019-04-12,5815.04
2019-04-15,5811.51
2019-04-16,5814.46
2019-04-17,5801.83
2019-04-18,5811.13
2019-04-22,5817.16
2019-04-23,5868.88
2019-04-24,5856.03
2019-04-25,5853.87
2019-04-26,5881.48
2019-04-29,5888.05
2019-04-30,5893.81
2019-05-01,5849.65
2019-05-02,5837.46
2019-05-03,5894.3
2019-05-06,5868.45
2019-05-07,5771.59
2019-05-08,5762.48
2019-05-09,5747.08
2019-05-10,5770.44
2019-05-13,5631.41
2019-05-14,5677.2
2019-05-15,5711.49
2019-05-16,5763.95
2019-05-17,5730.89
2019-05-20,5692.3
2019-05-21,5740.81
2019-05-22,5724.71
2019-05-23,5657.1
2019-05-24,5665.6
2019-05-28,5618.18
2019-05-29,5579.51
2019-05-30,5591.97
2019-05-31,5519.27
2019-06-03,5504.05
2019-06-04,5622.31
2019-06-05,5668.89
2019-06-06,5705.22
2019-06-07,5765.66
2019-06-10,5792.56
2019-06-11,5790.83
2019-06-12,5779.12
2019-06-13,5804.53
2019-06-14,5795.96
2019-06-17,5801.4
2019-06-18,5857.95
2019-06-19,5875.45
2019-06-20,5931.66
2019-06-21,5924.54
2019-06-24,5914.29
2019-06-25,5858.13
2019-06-26,5850.9
2019-06-27,5874.15
2019-06-28,5908.25
2019-07-01,5953.63
2019-07-02,5971.29
2019-07-03,6018.54
2019-07-05,6008.31
2019-07-08,5979.34
2019-07-09,5988.48
2019-07-10,6015.56
2019-07-11,6029.33
2019-07-12,6057.77
2019-07-15,6058.83
2019-07-16,6038.4
2019-07-17,5999.05
2019-07-18,6021.15
2019-07-19,5984.2
2019-07-22,6001.28
2019-07-23,6042.48
2019-07-24,6071.05
2019-07-25,6039.13
2019-07-26,6083.82
2019-07-29,6074.01
2019-07-30,6058.96
2019-07-31,5993.17
2019-08-01,5939.83
2019-08-02,5897.1
2019-08-05,5721.8
2019-08-06,5796.72
2019-08-07,5801.32
2019-08-08,5911.66
2019-08-09,5873.47
2019-08-12,5804.25
2019-08-13,5890.16
2019-08-14,5719.3
2019-08-15,5734.49
2019-08-16,5818.17
2019-08-19,5888.93
2019-08-20,5842.76
2019-08-21,5891.19
2019-08-22,5888.37
2019-08-23,5735.63
2019-08-26,5799.34
2019-08-27,5780.79
2019-08-28,5818.84
2019-08-29,5893.65
2019-08-30,5898.23
2019-09-03,5857.95
2019-09-04,5921.96
2019-09-05,6000.38
2019-09-06,6006.07
2019-09-09,6005.99
2019-09-10,6008.12
2019-09-11,6051.87
2019-09-12,6070.23
2019-09-13,6067.5
2019-09-16,6048.67
2019-09-17,6064.31
2019-09-18,6066.42
2019-09-19,6066.9
2019-09-20,6037.5
2019-09-23,6036.9
2019-09-24,5986.58
2019-09-25,6023.46
2019-09-26,6009.19
2019-09-27,5978.11
2019-09-30,6008.59
2019-10-01,5935.2
2019-10-02,5828.93
2019-10-03,5876.86
2019-10-04,5960.43
2019-10-07,5933.76
2019-10-08,5841.57
2019-10-09,5896.6
2019-10-10,5934.56
2019-10-11,6000.04
2019-10-14,5991.72
2019-10-15,6051.39
2019-10-16,6039.69
2019-10-17,6056.84
2019-10-18,6033.26
2019-10-21,6074.9
2019-10-22,6053.42
2019-10-23,6070.87
2019-10-24,6082.54
2019-10-25,6107.42
2019-10-28,6141.51
2019-10-29,6136.47
2019-10-30,6156.93
2019-10-31,6138.73
2019-11-01,6198.59
2019-11-04,6221.63
2019-11-05,6214.28
2019-11-06,6219.1
2019-11-07,6238.99
2019-11-08,6256.11
2019-11-11,6243.81
2019-11-12,6253.91
2019-11-13,6258.58
2019-11-14,6265.42
2019-11-15,6314.74
2019-11-18,6318.02
2019-11-19,6314.66
2019-11-20,6292.17
2019-11-21,6282.59
2019-11-22,6296.34
2019-11-25,6344.36
2019-11-26,6358.46
2019-11-27,6385.76
2019-11-29,6361.56
2019-12-02,6306.88
2019-12-03,6265.22
2019-12-04,6305.49
2019-12-05,6316.69
2019-12-06,6374.7
2019-12-09,6355.07
2019-12-10,6348.31
2019-12-11,6366.84
2019-12-12,6422.35
2019-12-13,6423.93
2019-12-16,6470.03
2019-12-17,6472.24
2019-12-18,6470.0
2019-12-19,6499.26
2019-12-20,6531.75
2019-12-23,6537.4
2019-12-24,6536.58
2019-12-26,6570.71
2019-12-27,6571.03
2019-12-30,6533.91
2019-12-31,6553.57
